kind,verb,tense,person,form
table,faire,conditionnel présent,il,ferait
table,faire,conditionnel présent,nous,ferions
table,faire,conditionnel présent,vous,feriez
table,faire,conditionnel présent,ils,feraient
table,avoir,conditionnel présent,je,aurais
table,avoir,conditionnel présent,tu,aurais
table,avoir,conditionnel présent,il,aurait
table,avoir,conditionnel présent,nous,aurions
table,avoir,conditionnel présent,vous,auriez
table,avoir,conditionnel présent,ils,auraient
table,être,conditionnel présent,je,serais
table,être,conditionnel présent,tu,serais
table,être,conditionnel présent,il,serait
table,être,conditionnel présent,nous,serions
table,être,conditionnel présent,vous,seriez
table,être,conditionnel présent,ils,seraient
single,pouvoir,conditionnel,vous,pourriez
single,venir,conditionnel,nous,viendrions
table,croire,conditionnel passé,je,aurais cru
table,croire,conditionnel passé,tu,aurais cru
table,croire,conditionnel passé,il,aurait cru
table,croire,conditionnel passé,nous,aurions cru
table,croire,conditionnel passé,vous,auriez cru
table,croire,conditionnel passé,ils,auraient cru
table,suivre,conditionnel passé,je,aurais suivi
table,suivre,conditionnel passé,tu,aurais suivi
table,suivre,conditionnel passé,il,aurait suivi
table,suivre,conditionnel passé,nous,aurions suivi
table,suivre,conditionnel passé,vous,auriez suivi
table,suivre,conditionnel passé,ils,auraient suivi
table,prendre,conditionnel passé,je,aurais pris
table,prendre,conditionnel passé,tu,aurais pris
table,prendre,conditionnel passé,il,aurait pris
table,prendre,conditionnel passé,nous,aurions pris
table,prendre,conditionnel passé,vous,auriez pris
table,prendre,conditionnel passé,ils,auraient pris
table,venir,conditionnel passé,je,serais venu
table,venir,conditionnel passé,tu,serais venu
table,venir,conditionnel passé,il,serait venu
table,venir,conditionnel passé,nous,serions venus
table,venir,conditionnel passé,vous,seriez venus
table,venir,conditionnel passé,ils,seraient venus
table,devoir,conditionnel passé,je,aurais dû
table,devoir,conditionnel passé,tu,aurais dû
table,devoir,conditionnel passé,il,aurait dû
table,devoir,conditionnel passé,nous,aurions dû
table,devoir,conditionnel passé,vous,auriez dû
table,devoir,conditionnel passé,ils,auraient dû
table,savoir,conditionnel passé,je,aurais su
table,savoir,conditionnel passé,tu,aurais su
table,savoir,conditionnel passé,il,aurait su
table,savoir,conditionnel passé,nous,aurions su
table,savoir,conditionnel passé,vous,auriez su
table,savoir,conditionnel passé,ils,auraient su
table,voir,conditionnel passé,je,aurais vu
table,voir,conditionnel passé,tu,aurais vu
table,voir,conditionnel passé,il,aurait vu
table,voir,conditionnel passé,nous,aurions vu
table,voir,conditionnel passé,vous,auriez vu
table,voir,conditionnel passé,ils,auraient vu
table,vouloir,conditionnel passé,je,aurais voulu
table,vouloir,conditionnel passé,tu,aurais voulu
table,vouloir,conditionnel passé,il,aurait voulu
table,vouloir,conditionnel passé,nous,aurions voulu
table,vouloir,conditionnel passé,vous,auriez voulu
table,vouloir,conditionnel passé,ils,auraient voulu
table,pouvoir,conditionnel passé,je,aurais pu
table,pouvoir,conditionnel passé,tu,aurais pu
table,pouvoir,conditionnel passé,il,aurait pu
table,pouvoir,conditionnel passé,nous,aurions pu
table,pouvoir,conditionnel passé,vous,auriez pu
table,pouvoir,conditionnel passé,ils,auraient pu
table,dire,conditionnel passé,je,aurais dit
table,dire,conditionnel passé,tu,aurais dit
table,dire,conditionnel passé,il,aurait dit
table,dire,conditionnel passé,nous,aurions dit
table,dire,conditionnel passé,vous,auriez dit
table,dire,conditionnel passé,ils,auraient dit
table,aller,conditionnel passé,je,serais allé
table,aller,conditionnel passé,tu,serais allé
table,aller,conditionnel passé,il,serait allé
table,aller,conditionnel passé,nous,serions allés
table,aller,conditionnel passé,vous,seriez allés
table,aller,conditionnel passé,ils,seraient allés
table,faire,conditionnel passé,je,aurais fait
table,faire,conditionnel passé,tu,aurais fait
table,faire,conditionnel passé,il,aurait fait
table,faire,conditionnel passé,nous,aurions fait
table,faire,conditionnel passé,vous,auriez fait
table,faire,conditionnel passé,ils,auraient fait
table,avoir,conditionnel passé,je,aurais eu
table,avoir,conditionnel passé,tu,aurais eu
table,avoir,conditionnel passé,il,aurait eu
table,avoir,conditionnel passé,nous,aurions eu
table,avoir,conditionnel passé,vous,auriez eu
table,avoir,conditionnel passé,ils,auraient eu
table,être,conditionnel passé,je,aurais été
table,être,conditionnel passé,tu,aurais été
table,être,conditionnel passé,il,aurait été
table,être,conditionnel passé,nous,aurions été
table,être,conditionnel passé,vous,auriez été
table,être,conditionnel passé,ils,auraient été
single,prendre,conditionnel passé,vous,auriez pris
single,se lever,conditionnel passé,elle,se serait levée
table,croire,subjonctif présent,je,croie
table,croire,subjonctif présent,tu,croies
table,croire,subjonctif présent,il,croie
table,croire,subjonctif présent,nous,croyions
table,croire,subjonctif présent,vous,croyiez
table,croire,subjonctif présent,ils,croient
table,suivre,subjonctif présent,je,suive
table,suivre,subjonctif présent,tu,suives
table,suivre,subjonctif présent,il,suive
table,suivre,subjonctif présent,nous,suivions
table,suivre,subjonctif présent,vous,suiviez
table,suivre,subjonctif présent,ils,suivent
table,prendre,subjonctif présent,je,prenne
table,prendre,subjonctif présent,tu,prennes
table,prendre,subjonctif présent,il,prenne
table,prendre,subjonctif présent,nous,prenions
table,prendre,subjonctif présent,vous,preniez
table,prendre,subjonctif présent,ils,prennent
table,venir,subjonctif présent,je,vienne
table,venir,subjonctif présent,tu,viennes
table,venir,subjonctif présent,il,vienne
table,venir,subjonctif présent,nous,venions
table,venir,subjonctif présent,vous,veniez
table,venir,subjonctif présent,ils,viennent
table,devoir,subjonctif présent,je,doive
table,devoir,subjonctif présent,tu,doives
table,devoir,subjonctif présent,il,doive
table,devoir,subjonctif présent,nous,devions
table,devoir,subjonctif présent,vous,deviez
table,devoir,subjonctif présent,ils,doivent
table,voir,subjonctif présent,je,voie
table,voir,subjonctif présent,tu,voies
table,voir,subjonctif présent,il,voie
table,voir,subjonctif présent,nous,voyions
table,voir,subjonctif présent,vous,voyiez
table,voir,subjonctif présent,ils,voient
table,dire,subjonctif présent,je,dise
table,dire,subjonctif présent,tu,dises
table,dire,subjonctif présent,il,dise
table,dire,subjonctif présent,nous,disions
table,dire,subjonctif présent,vous,disiez
table,dire,subjonctif présent,ils,disent
table,aller,subjonctif présent,je,aille
table,aller,subjonctif présent,tu,ailles
table,aller,subjonctif présent,il,aille
table,aller,subjonctif présent,nous,allions
table,aller,subjonctif présent,vous,alliez
table,aller,subjonctif présent,ils,aillent
table,savoir,subjonctif présent,je,sache
table,savoir,subjonctif présent,tu,saches
table,savoir,subjonctif présent,il,sache
table,savoir,subjonctif présent,nous,sachions
table,savoir,subjonctif présent,vous,sachiez
table,savoir,subjonctif présent,ils,sachent
table,vouloir,subjonctif présent,je,veuille
table,vouloir,subjonctif présent,tu,veuilles
table,vouloir,subjonctif présent,il,veuille
table,vouloir,subjonctif présent,nous,voulions
table,vouloir,subjonctif présent,vous,vouliez
table,vouloir,subjonctif présent,ils,veuillent
table,pouvoir,subjonctif présent,je,puisse
table,pouvoir,subjonctif présent,tu,puisses
table,pouvoir,subjonctif présent,il,puisse
table,pouvoir,subjonctif présent,nous,puissions
table,pouvoir,subjonctif présent,vous,puissiez
table,pouvoir,subjonctif présent,ils,puissent
table,faire,subjonctif présent,je,fasse
table,faire,subjonctif présent,tu,fasses
table,faire,subjonctif présent,il,fasse
table,faire,subjonctif présent,nous,fassions
table,faire,subjonctif présent,vous,fassiez
table,faire,subjonctif présent,ils,fassent
table,avoir,subjonctif présent,je,aie
table,avoir,subjonctif présent,tu,aies
table,avoir,subjonctif présent,il,ait
table,avoir,subjonctif présent,nous,ayons
table,avoir,subjonctif présent,vous,ayez
table,avoir,subjonctif présent,ils,aient
table,être,subjonctif présent,je,sois
table,être,subjonctif présent,tu,sois
table,être,subjonctif présent,il,soit
table,être,subjonctif présent,nous,soyons
table,être,subjonctif présent,vous,soyez
table,être,subjonctif présent,ils,soient
single,faire,subjonctif,je,fasse
single,pouvoir,subjonctif,nous,puissions
single,être,subjonctif,je,sois
single,être,subjonctif,nous,soyons
single,avoir,subjonctif,je,aie
single,avoir,subjonctif,nous,ayons
single,faire,subjonctif,nous,fassions
single,aller,subjonctif,je,aille
single,dire,subjonctif,je,dise
single,pouvoir,subjonctif,je,puisse
single,vouloir,subjonctif,je,veuille
single,vouloir,subjonctif,nous,voulions
single,voir,subjonctif,je,voie
single,savoir,subjonctif,je,sache
single,savoir,subjonctif,nous,sachions
single,devoir,subjonctif,je,doive
single,venir,subjonctif,je,vienne
single,prendre,subjonctif,je,prenne
single,suivre,subjonctif,je,suive
single,croire,subjonctif,je,croie
single,mettre,subjonctif,je,mette
single,attendre,subjonctif,je,attende
single,partir,subjonctif,je,parte
single,connaître,subjonctif,je,connaisse
single,sortir,subjonctif,je,sorte
single,comprendre,subjonctif,je,comprenne
single,entendre,subjonctif,je,entende
single,mourir,subjonctif,je,meure
single,sentir,subjonctif,je,sente
single,sentir,subjonctif,nous,sentions
single,tenir,subjonctif,je,tienne
single,tenir,subjonctif,nous,tenions
single,revenir,subjonctif,je,revienne
single,rendre,subjonctif,je,rende
single,rendre,subjonctif,nous,rendions
single,finir,subjonctif,je,finisse
single,devenir,subjonctif,je,devienne
single,vivre,subjonctif,je,vive
single,perdre,subjonctif,je,perde
single,ouvrir,subjonctif,il,ouvre
single,aller,subjonctif,vous,alliez
single,savoir,subjonctif,ils,sachent
table,croire,subjonctif passé,je,aie cru
table,croire,subjonctif passé,tu,aies cru
table,croire,subjonctif passé,il,ait cru
table,croire,subjonctif passé,nous,ayons cru
table,croire,subjonctif passé,vous,ayez cru
table,croire,subjonctif passé,ils,aient cru
table,suivre,subjonctif passé,je,aie suivi
table,suivre,subjonctif passé,tu,aies suivi
table,suivre,subjonctif passé,il,ait suivi
table,suivre,subjonctif passé,nous,ayons suivi
table,suivre,subjonctif passé,vous,ayez suivi
table,suivre,subjonctif passé,ils,aient suivi
table,prendre,subjonctif passé,je,aie pris
table,prendre,subjonctif passé,tu,aies pris
table,prendre,subjonctif passé,il,ait pris
table,prendre,subjonctif passé,nous,ayons pris
table,prendre,subjonctif passé,vous,ayez pris
table,prendre,subjonctif passé,ils,aient pris
table,venir,subjonctif passé,je,sois venu
table,venir,subjonctif passé,tu,sois venu
table,venir,subjonctif passé,il,soit venu
table,venir,subjonctif passé,nous,soyons venus
table,venir,subjonctif passé,vous,soyez venus
table,venir,subjonctif passé,ils,soient venus
table,devoir,subjonctif passé,je,aie dû
table,devoir,subjonctif passé,tu,aies dû
table,devoir,subjonctif passé,il,ait dû
table,devoir,subjonctif passé,nous,ayons dû
table,devoir,subjonctif passé,vous,ayez dû
table,devoir,subjonctif passé,ils,aient dû
table,savoir,subjonctif passé,je,aie su
table,savoir,subjonctif passé,tu,aies su
table,savoir,subjonctif passé,il,ait su
table,savoir,subjonctif passé,nous,ayons su
table,savoir,subjonctif passé,vous,ayez su
table,savoir,subjonctif passé,ils,aient su
table,voir,subjonctif passé,je,aie vu
table,voir,subjonctif passé,tu,aies vu
table,voir,subjonctif passé,il,ait vu
table,voir,subjonctif passé,nous,ayons vu
table,voir,subjonctif passé,vous,ayez vu
table,voir,subjonctif passé,ils,aient vu
table,vouloir,subjonctif passé,je,aie voulu
table,vouloir,subjonctif passé,tu,aies voulu
table,vouloir,subjonctif passé,il,ait voulu
table,vouloir,subjonctif passé,nous,ayons voulu
table,vouloir,subjonctif passé,vous,ayez voulu
table,vouloir,subjonctif passé,ils,aient voulu
table,pouvoir,subjonctif passé,je,aie pu
table,pouvoir,subjonctif passé,tu,aies pu
table,pouvoir,subjonctif passé,il,ait pu
table,pouvoir,subjonctif passé,nous,ayons pu
table,pouvoir,subjonctif passé,vous,ayez pu
table,pouvoir,subjonctif passé,ils,aient pu
table,dire,subjonctif passé,je,aie dit
table,dire,subjonctif passé,tu,aies dit
table,dire,subjonctif passé,il,ait dit
table,dire,subjonctif passé,nous,ayons dit
table,dire,subjonctif passé,vous,ayez dit
table,dire,subjonctif passé,ils,aient dit
table,aller,subjonctif passé,je,sois allé
table,aller,subjonctif passé,tu,sois allé
table,aller,subjonctif passé,il,soit allé
table,aller,subjonctif passé,nous,soyons allés
table,aller,subjonctif passé,vous,soyez allés
table,aller,subjonctif passé,ils,soient allés
table,faire,subjonctif passé,je,aie fait
table,faire,subjonctif passé,tu,aies fait
table,faire,subjonctif passé,il,ait fait
table,faire,subjonctif passé,nous,ayons fait
table,faire,subjonctif passé,vous,ayez fait
table,faire,subjonctif passé,ils,aient fait
table,avoir,subjonctif passé,je,aie eu
table,avoir,subjonctif passé,tu,aies eu
table,avoir,subjonctif passé,il,ait eu
table,avoir,subjonctif passé,nous,ayons eu
table,avoir,subjonctif passé,vous,ayez eu
table,avoir,subjonctif passé,ils,aient eu
table,être,subjonctif passé,je,aie été
table,être,subjonctif passé,tu,aies été
table,être,subjonctif passé,il,ait été
table,être,subjonctif passé,nous,ayons été
table,être,subjonctif passé,vous,ayez été
table,être,subjonctif passé,ils,aient été
single,finir,subjonctif passé,nous,ayons fini
single,partir,subjonctif passé,elles,soient parties
table,croire,impératif,tu,crois
table,croire,impératif,nous,croyons
table,croire,impératif,vous,croyez
table,suivre,impératif,tu,suis
table,suivre,impératif,nous,suivons
table,suivre,impératif,vous,suivez
table,prendre,impératif,tu,prends
table,prendre,impératif,nous,prenons
table,prendre,impératif,vous,prenez
table,venir,impératif,tu,viens
table,venir,impératif,nous,venons
table,venir,impératif,vous,venez
table,savoir,impératif,tu,sache
table,savoir,impératif,nous,sachons
table,savoir,impératif,vous,sachez
table,voir,impératif,tu,vois
table,voir,impératif,nous,voyons
table,voir,impératif,vous,voyez
table,dire,impératif,tu,dis
table,dire,impératif,nous,disons
table,dire,impératif,vous,dites
table,aller,impératif,tu,va
table,aller,impératif,nous,allons
table,aller,impératif,vous,allez
table,faire,impératif,tu,fais
table,faire,impératif,nous,faisons
table,faire,impératif,vous,faites
table,avoir,impératif,tu,aie
table,avoir,impératif,nous,ayons
table,avoir,impératif,vous,ayez
table,être,impératif,tu,sois
table,être,impératif,nous,soyons
table,être,impératif,vous,soyez
single,savoir,impératif,vous,sachez
single,devenir,passé composé,elle,est devenue
single,naître,passé composé,je,suis né
single,être invité,futur simple,nous,serons invités
single,s'en aller,présent,ils,s'en vont
single,venir,plus-que-parfait,nous,étions venus
single,pouvoir,conditionnel présent,vous,pourriez
single,savoir,subjonctif,tu,saches
single,pouvoir,conditionnel présent,je,pourrais
single,se marier,passé composé,ils,se sont mariés
single,pouvoir,subjonctif,vous,puissiez
single,devoir,conditionnel présent,je,devrais
single,ralentir,présent,nous,ralentissons
single,ralentir,passé composé,elle,a ralenti
single,prendre,futur simple,nous,prendrons
single,avoir,subjonctif présent,tu,aies
